,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
657,   R$ 15.000 /Mês    R$ 4.900.000   ,  4   Quartos  ,"Jardim Luzitânia, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  436   m²  , SP,"Jardim Luzitânia, São Paulo"
658,   R$ 1.000 /Mês  ,  2   Quartos  ,"Rua Ataualpa, 144 - Parque Novo Mundo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Parque Novo Mundo,"Rua Ataualpa, 144"
659,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
660,   R$ 3.000 /Mês  ,  2   Quartos  ,"Rua Cipriano Lopes França, 66 - Cidade Monções, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Cidade Monções,"Rua Cipriano Lopes França, 66"
661,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
662,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Fernandes Moreira, 306 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  134   m²  , Chácara Santo Antônio (Zona Sul),"Rua Fernandes Moreira, 306"
663,   R$ 20.000 /Mês    R$ 3.500.000   ,  3   Quartos  ,"Avenida Diógenes Ribeiro de Lima - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  449   m²  , Alto de Pinheiros,Avenida Diógenes Ribeiro de Lima
664,   R$ 8.000 /Mês  ,  11   Quartos  ,"Rua Estevão Baião - Vila Congonhas, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  369   m²  , Vila Congonhas,Rua Estevão Baião
665,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Maracá, 168 - Vila Guarani (Z Sul), São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  72   m²  , Vila Guarani (Z Sul),"Rua Maracá, 168"
666,   R$ 11.000 /Mês    R$ 2.600.000   ,  4   Quartos  ,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",  6   Banheiros  ,  12   Vagas  ,  650   m²  , Bosque da Saúde,Rua Fonseca da Costa
667,   R$ 9.000 /Mês  ,  3   Quartos  ,"Rua Sader Macul - Itaim Bibi, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  150   m²  , Itaim Bibi,Rua Sader Macul
668,   R$ 8.726 /Mês    R$ 1.399.000   ,  3   Quartos  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Pinheiros,"Rua Galeno de Almeida, 309"
669,   R$ 3.000 /Mês    R$ 397.000   ,  5   Quartos  ,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  165   m²  , Vila Santa Maria,"Rua César Pena Ramos, 1744"
670,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
671,   R$ 9.500 /Mês  ,  2   Quartos  ,"Rua Bernarda Luiz, 164 - Vila Madalena, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  180   m²  , Vila Madalena,"Rua Bernarda Luiz, 164"
672,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  450   m²  , SP,"Alto de Pinheiros, São Paulo"
673,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Parque da Mooca,Rua Maria Luísa de Pinho
674,   R$ 1.300 /Mês  ,  2   Quartos  ,"Vila Iório, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  70   m²  , SP,"Vila Iório, São Paulo"
675,   R$ 11.500 /Mês  ,  3   Quartos  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  213   m²  , Vila Nova Conceição,Rua Professor Filadelfo Azevedo
676,   R$ 2.300 /Mês  ,  4   Quartos  ,"Rua Eduardo Ferreira Franca, 259 - Água Funda, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  100   m²  , Água Funda,"Rua Eduardo Ferreira Franca, 259"
677,   R$ 20.000 /Mês    R$ 4.000.000   ,  4   Quartos  ,"Rua Palmares, 650 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  647   m²  , Brooklin Paulista,"Rua Palmares, 650"
678,   R$ 8.000 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Rua Doutor Mário Freire, 88 - Retiro Morumbi, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  245   m²  , Retiro Morumbi,"Rua Doutor Mário Freire, 88"
679,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
680,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  554   m²  , SP,"Jardim Europa, São Paulo"
681,   R$ 4.500 /Mês    R$ 1.100.000   ,  2   Quartos  ,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Vila São Francisco (Zona Sul),Rua Enxovia
682,   R$ 20.000 /Mês    R$ 4.000.000   ,  4   Quartos  ,"Rua Palmares, 650 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  647   m²  , Brooklin Paulista,"Rua Palmares, 650"
683,   R$ 12.750 /Mês    R$ 4.300.000   ,  4   Quartos  ,"Cidade Jardim, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  720   m²  , SP,"Cidade Jardim, São Paulo"
684,   R$ 15.000 /Mês    R$ 4.900.000   ,  4   Quartos  ,"Jardim Luzitânia, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  436   m²  , SP,"Jardim Luzitânia, São Paulo"
685,   R$ 3.700 /Mês  ,  3   Quartos  ,"Rua Moreira Cardoso - Jardim Aeroporto, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  150   m²  , Jardim Aeroporto,Rua Moreira Cardoso
686,   R$ 3.850 /Mês    R$ 899.000   ,  2   Quartos  ,"Vila Clementino, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  92   m²  , SP,"Vila Clementino, São Paulo"
687,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
688,   R$ 8.000 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Rua Doutor Mário Freire, 88 - Retiro Morumbi, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  245   m²  , Retiro Morumbi,"Rua Doutor Mário Freire, 88"
689,   R$ 2.500 /Mês  ,  3   Quartos  ,"Rua Ouvidor Peleja, 792 - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , Vila Mariana,"Rua Ouvidor Peleja, 792"
690,   R$ 8.000 /Mês  ,  3   Quartos  ,"Rua Manduri, 164 - Jardim Paulistano, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  280   m²  , Jardim Paulistano,"Rua Manduri, 164"
691,   R$ 50.000 /Mês    R$ 9.000.000   ,  4   Quartos  ,"Rua Dom Tomás Costa e Lima, 97 - Vila Tramontano, São Paulo - SP",  5   Banheiros  ,  14   Vagas  ,  1075   m²  , Vila Tramontano,"Rua Dom Tomás Costa e Lima, 97"
692,   R$ 9.000 /Mês  ,  3   Quartos  ,"Rua Sader Macul - Itaim Bibi, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  150   m²  , Itaim Bibi,Rua Sader Macul
693,   R$ 27.500 /Mês  ,  6   Quartos  ,"Rua Camargo, 130 - Butantã, São Paulo - SP",  4   Banheiros  ,  13   Vagas  ,  500   m²  , Butantã,"Rua Camargo, 130"
694,   R$ 30.000 /Mês    R$ 6.500.000   ,  5   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  2   Banheiros  ,  8   Vagas  ,  750   m²  , SP,"Alto de Pinheiros, São Paulo"
695,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Guaicurus, 614 - Água Branca, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Água Branca,"Rua Guaicurus, 614"
696,   R$ 6.500 /Mês  ,  4   Quartos  ,"Rua Conde de Itu - Jardim Santo Amaro, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  307   m²  , Jardim Santo Amaro,Rua Conde de Itu
697,   R$ 20.000 /Mês  ,  3   Quartos  ,"Vila Nova Conceição, São Paulo - SP",  5   Banheiros  ,  1   Vaga  ,  330   m²  , SP,"Vila Nova Conceição, São Paulo"
698,   R$ 1.100 /Mês  ,  2   Quartos  ,"Rua Joaquim Oliveira Freitas, 508 - Vila Mangalot, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Mangalot,"Rua Joaquim Oliveira Freitas, 508"
699,   R$ 3.200 /Mês  ,  2   Quartos  ,"Rua Pascal - Campo Belo, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Campo Belo,Rua Pascal
700,   R$ 1.000 /Mês  ,  2   Quartos  ,"Rua Ataualpa, 144 - Parque Novo Mundo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Parque Novo Mundo,"Rua Ataualpa, 144"
701,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  650   m²  , Jardim das Bandeiras,Rua Simpatia
702,   R$ 15.000 /Mês  ,  10   Quartos  ,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  600   m²  , Jardim Everest,"Avenida Lineu de Paula Machado, 1054"
703,   R$ 4.900 /Mês    R$ 1.048.000   ,  4   Quartos  ,"Rua Breno Pinheiro - Jardim Morumbi, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  296   m²  , Jardim Morumbi,Rua Breno Pinheiro
704,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Lourenço Marques - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  101   m²  , Vila Olímpia,Rua Lourenço Marques
705,   R$ 8.000 /Mês  ,  2   Quartos  ,"Rua Cerro Corá, 100 - Vila Romana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Vila Romana,"Rua Cerro Corá, 100"
706,   R$ 6.500 /Mês    R$ 2.050.000   ,  4   Quartos  ,"Rua Frei Henrique de Coimbra - Água Branca, São Paulo - SP",  3   Banheiros  ,  5   Vagas  ,  400   m²  , Água Branca,Rua Frei Henrique de Coimbra
707,   R$ 700 /Mês  ,  1   Quarto  ,"Avenida Jacobus Baldi, 201 - Jardim Iracema, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Jardim Iracema,"Avenida Jacobus Baldi, 201"
708,   R$ 13.000 /Mês    R$ 3.690.000   ,  4   Quartos  ,"Alameda Calicut - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  4   Banheiros  ,  8   Vagas  ,  450   m²  , Chácara Santo Antônio (Zona Sul),Alameda Calicut
709,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Maracá, 168 - Vila Guarani (Z Sul), São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  72   m²  , Vila Guarani (Z Sul),"Rua Maracá, 168"
710,   R$ 30.000 /Mês    R$ 7.900.000   ,  4   Quartos  ,"Jardim Cordeiro, São Paulo - SP",  6   Banheiros  ,  14   Vagas  ,  941   m²  , SP,"Jardim Cordeiro, São Paulo"
711,   R$ 25.000 /Mês    R$ 8.850.000   ,  6   Quartos  ,"Rua Cardoso de Melo Júnior - Alto de Pinheiros, São Paulo - SP",  9   Banheiros  ,  11   Vagas  ,  1000   m²  , Alto de Pinheiros,Rua Cardoso de Melo Júnior
712,   R$ 2.300 /Mês  ,  1   Quarto  ,"Rua Professor Tranquilli - Vila Mariana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  50   m²  , Vila Mariana,Rua Professor Tranquilli
713,   R$ 1.200 /Mês  ,  1   Quarto  ,"Travessa Professor Nilo Campos Gomes, 41 - Vila Nair, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Vila Nair,"Travessa Professor Nilo Campos Gomes, 41"
714,   R$ 2.200 /Mês  ,  4   Quartos  ,"Avenida Cupecê, 3633 - Jardim Prudência, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  120   m²  , Jardim Prudência,"Avenida Cupecê, 3633"
715,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  86   m²  , Bela Vista,"Rua Fortaleza, 186"
716,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
717,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
718,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Vila Gumercindo,"Avenida Ramalho Ortigão, 200"
719,   R$ 4.500 /Mês  ,  3   Quartos  ,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  215   m²  , Pinheiros,Rua Mourato Coelho
720,   R$ 990 /Mês  ,  1   Quarto  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , SP,"Vila Palmeiras, São Paulo"
721,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Barretos, 363 - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Alto da Mooca,"Rua Barretos, 363"
722,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
723,   R$ 90.000 /Mês    R$ 20.000.000   ,  5   Quartos  ,"Retiro Morumbi, São Paulo - SP",  11   Banheiros  ,  30   Vagas  ,  2000   m²  , SP,"Retiro Morumbi, São Paulo"
724,   R$ 1.200 /Mês  ,  1   Quarto  ,"Chora Menino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , SP,"Chora Menino, São Paulo"
725,   R$ 16.000 /Mês  ,  3   Quartos  ,"Rua Turquia - Jardim Europa, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  260   m²  , Jardim Europa,Rua Turquia
726,   R$ 11.500 /Mês  ,  3   Quartos  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  213   m²  , Vila Nova Conceição,Rua Professor Filadelfo Azevedo
727,   R$ 2.000 /Mês  ,  3   Quartos  ,"Rua Saguairu - Casa Verde, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  120   m²  , Casa Verde,Rua Saguairu
728,   R$ 14.000 /Mês    R$ 3.000.000   ,  3   Quartos  ,"Rua Iraci - Jardim Paulistano, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  220   m²  , Jardim Paulistano,Rua Iraci
729,   R$ 20.000 /Mês    R$ 6.000.000   ,  4   Quartos  ,"Rua Ceará - Consolação, São Paulo - SP",  8   Banheiros  ,  5   Vagas  ,  550   m²  , Consolação,Rua Ceará
730,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua Alves de Almeida - Chácara Belenzinho, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  155   m²  , Chácara Belenzinho,Rua Alves de Almeida
731,   R$ 2.700 /Mês  ,  2   Quartos  ,"Rua Oliveira Alves - Ipiranga, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  130   m²  , Ipiranga,Rua Oliveira Alves
732,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  90   m²  , Pinheiros,"Rua Capote Valente, 697"
733,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Lessing, 675 - Chácara Belenzinho, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Chácara Belenzinho,"Rua Lessing, 675"
734,   R$ 8.726 /Mês    R$ 1.399.000   ,  3   Quartos  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Pinheiros,"Rua Galeno de Almeida, 309"
735,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  450   m²  , SP,"Alto de Pinheiros, São Paulo"
736,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua República do Iraque, 88 - Brooklin Paulista, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  120   m²  , Brooklin Paulista,"Rua República do Iraque, 88"
737,   R$ 20.000 /Mês    R$ 6.500.000   ,  4   Quartos  ,"Avenida George Saville Dodd, 279 - Jardim Guedala, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  550   m²  , Jardim Guedala,"Avenida George Saville Dodd, 279"
738,   R$ 1.200 /Mês  ,  2   Quartos  ,"Rua Artur Felice, 148 - Jordanópolis, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  100   m²  , Jordanópolis,"Rua Artur Felice, 148"
739,   R$ 1.500 /Mês  ,  2   Quartos  ,"Vila Ede, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  80   m²  , SP,"Vila Ede, São Paulo"
740,   R$ 3.500 /Mês  ,  3   Quartos  ,"Campo Belo, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  200   m²  , SP,"Campo Belo, São Paulo"
741,   R$ 28.000 /Mês    R$ 8.000.000   ,  3   Quartos  ,"Rua Atlântica - Jardim América, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  600   m²  , Jardim América,Rua Atlântica
742,   R$ 8.500 /Mês  ,  3   Quartos  ,"Alameda Uananá - Planalto Paulista, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  200   m²  , Planalto Paulista,Alameda Uananá
743,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Costa Aguiar, 1839 - Ipiranga, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  55   m²  , Ipiranga,"Rua Costa Aguiar, 1839"
744,   R$ 9.000 /Mês  ,  2   Quartos  ,"Rua São Paulino, 9 - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  247   m²  , Vila Mariana,"Rua São Paulino, 9"
745,   R$ 13.000 /Mês    R$ 3.300.000   ,  4   Quartos  ,"Butantã, São Paulo - SP",  7   Banheiros  ,  4   Vagas  ,  490   m²  , SP,"Butantã, São Paulo"
746,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Comendador Sousa - Água Branca, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  80   m²  , Água Branca,Rua Comendador Sousa
747,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
748,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Eugênio de Medeiros, 456 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Pinheiros,"Rua Eugênio de Medeiros, 456"
749,   R$ 1.600 /Mês  ,  2   Quartos  ,"Rua Mariazinha Vicenzzoto - Jardim Aricanduva, São Paulo - SP",  1   Banheiro  ,  2   Vagas  ,  100   m²  , Jardim Aricanduva,Rua Mariazinha Vicenzzoto
750,   R$ 5.500 /Mês    R$ 1.927.000   ,  4   Quartos  ,"Sumarezinho, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  388   m²  , SP,"Sumarezinho, São Paulo"
751,   R$ 900 /Mês  ,  1   Quarto  ,"Rua Cardeal Enrico Dante, 66 - Vila Nova Mazzei, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Vila Nova Mazzei,"Rua Cardeal Enrico Dante, 66"
752,   R$ 4.500 /Mês    R$ 900.000   ,  4   Quartos  ,"Rua Pitangueiras - Mirandópolis, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  144   m²  , Mirandópolis,Rua Pitangueiras
753,   R$ 4.500 /Mês    R$ 1.300.000   ,  3   Quartos  ,"Rua Doutor Numa Pereira do Vale - Aclimação, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  212   m²  , Aclimação,Rua Doutor Numa Pereira do Vale
754,   R$ 900 /Mês  ,  1   Quarto  ,"Vila Maria, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , SP,"Vila Maria, São Paulo"
755,   R$ 16.000 /Mês    R$ 3.000.000   ,  3   Quartos  ,"Morumbi, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  481   m²  , SP,"Morumbi, São Paulo"
756,   R$ 3.000 /Mês    R$ 397.000   ,  5   Quartos  ,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  165   m²  , Vila Santa Maria,"Rua César Pena Ramos, 1744"
757,   R$ 1.300 /Mês  ,  1   Quarto  ,"Vila Bertioga, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  70   m²  , SP,"Vila Bertioga, São Paulo"
758,   R$ 7.000 /Mês    R$ 2.300.000   ,  3   Quartos  ,"Vila Sônia, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  480   m²  , SP,"Vila Sônia, São Paulo"
759,   R$ 1.000 /Mês  ,  1   Quarto  ,"Rua Jaupaci - Vila Paulistana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Vila Paulistana,Rua Jaupaci
760,   R$ 850 /Mês  ,  1   Quarto  ,"Rua dos Operários - Vila Brasilina, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  98   m²  , Vila Brasilina,Rua dos Operários
761,   R$ 14.380 /Mês  ,  3   Quartos  ,"Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  250   m²  , SP,"Jardim Paulista, São Paulo"
762,   R$ 13.200 /Mês    R$ 5.900.000   ,  4   Quartos  ,"Rua Bauru, 247 - Pacaembu, São Paulo - SP",  8   Banheiros  ,  10   Vagas  ,  840   m²  , Pacaembu,"Rua Bauru, 247"
763,   R$ 1.950 /Mês  ,  2   Quartos  ,"Rua Celso Ramos, 145 - Vila Andrade, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  47   m²  , Vila Andrade,"Rua Celso Ramos, 145"
764,   R$ 2.300 /Mês  ,  1   Quarto  ,"Praça da República, 401 - República, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , República,"Praça da República, 401"
765,   R$ 4.200 /Mês  ,  2   Quartos  ,"Rua Helena, 52 - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  60   m²  , Vila Olímpia,"Rua Helena, 52"
766,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Gomes de Carvalho, 1005 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Vila Olímpia,"Rua Gomes de Carvalho, 1005"
767,   R$ 1.650 /Mês  ,  2   Quartos  ,"Rua Professor Demóstenes Batista Figueira Marques, 10 - Cambuci, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Cambuci,"Rua Professor Demóstenes Batista Figueira Marques, 10"
768,   R$ 2.700 /Mês  ,  1   Quarto  ,"Rua da Consolação, 1515 - Consolação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  33   m²  , Consolação,"Rua da Consolação, 1515"
769,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Marquês de Itu, 181 - Vila Buarque, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Vila Buarque,"Rua Marquês de Itu, 181"
770,   R$ 1.700 /Mês  ,  3   Quartos  ,"Rua Domingos da Costa Mata, 275 - Santana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  62   m²  , Santana,"Rua Domingos da Costa Mata, 275"
771,   R$ 7.000 /Mês  ,  2   Quartos  ,"Rua Volta Redonda, 757 - Campo Belo, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  276   m²  , Campo Belo,"Rua Volta Redonda, 757"
772,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Doutor Seng, 152 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  36   m²  , Bela Vista,"Rua Doutor Seng, 152"
773,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Judith Zumkeller, 870 - Parque Mandaqui, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Parque Mandaqui,"Rua Judith Zumkeller, 870"
774,   R$ 5.500 /Mês  ,  3   Quartos  ,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Vila Nova Conceição,"Rua João Lourenço, 763"
775,   R$ 1.300 /Mês    R$ 350.000   ,  2   Quartos  ,"Rua Padre Bento Ibañez - Jardim Prudência, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Jardim Prudência,Rua Padre Bento Ibañez
776,   R$ 3.100 /Mês  ,  3   Quartos  ,"Rua Giovani Recordati, 153 - Parque São Domingos, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  74   m²  , Parque São Domingos,"Rua Giovani Recordati, 153"
777,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua São Vicente de Paulo, 401 - Santa Cecília, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  90   m²  , Santa Cecília,"Rua São Vicente de Paulo, 401"
778,   R$ 2.002 /Mês  ,  1   Quarto  ,"Rua Brás Cardoso, , 654 - Vila Nova Conceição, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  42   m²  , Vila Nova Conceição,"Rua Brás Cardoso, , 654"
779,   R$ 5.380 /Mês  ,  2   Quartos  ,"Rua Lisboa, 159 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  163   m²  , Cerqueira César,"Rua Lisboa, 159"
