,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua,zona
6,3400,2.0,"Rua Caconde, 310 - Jardim Paulista, São Paulo - SP",2.0,1.0,130, Jardim Paulista,"Rua Caconde, 310",Oeste
7,3400,2.0,"Rua Oscar Caravelas, 280 - Sumarezinho, São Paulo - SP",2.0,2.0,88, Sumarezinho,"Rua Oscar Caravelas, 280",Oeste
15,5400,2.0,"Rua Peixoto Gomide, 596 - Jardim Paulista, São Paulo - SP",2.0,1.0,72, Jardim Paulista,"Rua Peixoto Gomide, 596",Oeste
19,2600,2.0,"Rua Pamplona - Jardim Paulista, São Paulo - SP",2.0,1.0,91, Jardim Paulista,Rua Pamplona,Oeste
20,3800,1.0,"Pinheiros, São Paulo - SP",1.0,1.0,44, SP,"Pinheiros, São Paulo",Oeste
22,2950,2.0,"Rua Padre Carvalho, 68 - Pinheiros, São Paulo - SP",2.0,1.0,60, Pinheiros,"Rua Padre Carvalho, 68",Oeste
23,10000,4.0,"Rua Caiubi, 1159 - Perdizes, São Paulo - SP",5.0,4.0,180, Perdizes,"Rua Caiubi, 1159",Oeste
27,3800,2.0,"Rua Faustolo, 724 - Lapa, São Paulo - SP",2.0,2.0,64, Lapa,"Rua Faustolo, 724",Oeste
28,5500,3.0,"Avenida Padre Pereira de Andrade, 545 - Boaçava, São Paulo - SP",4.0,3.0,165, Boaçava,"Avenida Padre Pereira de Andrade, 545",Oeste
30,2800,2.0,"Rua João Ramalho, 717 - Perdizes, São Paulo - SP",2.0,1.0,60, Perdizes,"Rua João Ramalho, 717",Oeste
36,2500,3.0,"Rua Diana, 675 - Perdizes, São Paulo - SP",1.0,2.0,94, Perdizes,"Rua Diana, 675",Oeste
44,1900,1.0,"Pinheiros, São Paulo - SP",1.0,0.0,25, SP,"Pinheiros, São Paulo",Oeste
47,1400,1.0,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",1.0,1.0,30, Pinheiros,"Rua Butantã, 408",Oeste
50,3000,2.0,"Rua Teodoro Sampaio, 498 - Pinheiros, São Paulo - SP",1.0,1.0,75, Pinheiros,"Rua Teodoro Sampaio, 498",Oeste
53,7485,2.0,"Rua Manuel Guedes, 264 - Jardim Europa, São Paulo - SP",2.0,2.0,110, Jardim Europa,"Rua Manuel Guedes, 264",Oeste
70,2000,2.0,"Rua Raul Pompéia, 745 - Vila Pompéia, São Paulo - SP",2.0,1.0,81, Vila Pompéia,"Rua Raul Pompéia, 745",Oeste
77,4000,1.0,"Rua Eugênio de Medeiros, 288 - Pinheiros, São Paulo - SP",1.0,1.0,42, Pinheiros,"Rua Eugênio de Medeiros, 288",Oeste
88,2700,3.0,"Avenida Albert Bartholome, 472 - Jardim das Vertentes, São Paulo - SP",1.0,1.0,82, Jardim das Vertentes,"Avenida Albert Bartholome, 472",Oeste
91,6000,1.0,"Rua Eugênio de Medeiros, 288 - Pinheiros, São Paulo - SP",2.0,2.0,60, Pinheiros,"Rua Eugênio de Medeiros, 288",Oeste
95,2100,2.0,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",1.0,1.0,48, Vila Madalena,"Rua João Miguel Jarra, 298",Oeste
97,2500,2.0,"Rua Fidalga, 720 - Pinheiros, São Paulo - SP",2.0,2.0,62, Pinheiros,"Rua Fidalga, 720",Oeste
99,1550,2.0,"Avenida Escola Politécnica, 2200 - Rio Pequeno, São Paulo - SP",1.0,1.0,57, Rio Pequeno,"Avenida Escola Politécnica, 2200",Oeste
101,4400,3.0,"Rua Arruda Alvim - Pinheiros, São Paulo - SP",3.0,2.0,120, Pinheiros,Rua Arruda Alvim,Oeste
102,5785,3.0,"Rua Itapicuru, 380 - Perdizes, São Paulo - SP",2.0,2.0,116, Perdizes,"Rua Itapicuru, 380",Oeste
104,4700,3.0,"Rua Carlos Weber, 499 - Vila Leopoldina, São Paulo - SP",4.0,2.0,125, Vila Leopoldina,"Rua Carlos Weber, 499",Oeste
106,5790,3.0,"Rua Itapicuru, 380 - Perdizes, São Paulo - SP",2.0,2.0,116, Perdizes,"Rua Itapicuru, 380",Oeste
116,4500,1.0,"Rua Doutor Virgílio de Carvalho Pinto, 262 - Pinheiros, São Paulo - SP",1.0,1.0,30, Pinheiros,"Rua Doutor Virgílio de Carvalho Pinto, 262",Oeste
117,4990,2.0,"Rua Capote Valente, 467 - Pinheiros, São Paulo - SP",2.0,1.0,72, Pinheiros,"Rua Capote Valente, 467",Oeste
121,5044,2.0,"Rua Pais Leme, 400 - Pinheiros, São Paulo - SP",2.0,1.0,68, Pinheiros,"Rua Pais Leme, 400",Oeste
131,3000,1.0,"Rua Guarará - Jardim Paulista, São Paulo - SP",1.0,1.0,48, Jardim Paulista,Rua Guarará,Oeste
147,1300,3.0,"Rua Rifaina, 550 - Vila Anglo Brasileira, São Paulo - SP",1.0,0.0,60, Vila Anglo Brasileira,"Rua Rifaina, 550",Oeste
148,45000,4.0,"Jardim Europa, São Paulo - SP",4.0,4.0,445, SP,"Jardim Europa, São Paulo",Oeste
149,6500,4.0,"Rua Frei Henrique de Coimbra - Água Branca, São Paulo - SP",3.0,5.0,400, Água Branca,Rua Frei Henrique de Coimbra,Oeste
150,8000,2.0,"Rua Cerro Corá, 100 - Vila Romana, São Paulo - SP",2.0,1.0,90, Vila Romana,"Rua Cerro Corá, 100",Oeste
152,9500,2.0,"Rua Bernarda Luiz, 164 - Vila Madalena, São Paulo - SP",3.0,0.0,180, Vila Madalena,"Rua Bernarda Luiz, 164",Oeste
160,20000,4.0,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",3.0,4.0,650, Jardim das Bandeiras,Rua Simpatia,Oeste
167,45000,4.0,"Rua Campo Verde - Jardim Europa, São Paulo - SP",6.0,4.0,490, Jardim Europa,Rua Campo Verde,Oeste
170,2990,5.0,"Rua Piraí - Alto da Lapa, São Paulo - SP",1.0,0.0,100, Alto da Lapa,Rua Piraí,Oeste
173,10000,3.0,"Rua Ubiracica - Boaçava, São Paulo - SP",5.0,2.0,350, Boaçava,Rua Ubiracica,Oeste
181,12000,4.0,"Rua Itamarati - Pacaembu, São Paulo - SP",5.0,5.0,465, Pacaembu,Rua Itamarati,Oeste
185,10000,4.0,"Rua Carlos Rath - Alto de Pinheiros, São Paulo - SP",5.0,5.0,400, Alto de Pinheiros,Rua Carlos Rath,Oeste
188,16000,3.0,"Rua Turquia - Jardim Europa, São Paulo - SP",4.0,2.0,260, Jardim Europa,Rua Turquia,Oeste
190,8000,3.0,"Alto de Pinheiros, São Paulo - SP",5.0,4.0,450, SP,"Alto de Pinheiros, São Paulo",Oeste
195,10000,2.0,"Rua Maestro Chiaffarelli - Jardim Paulista, São Paulo - SP",4.0,1.0,170, Jardim Paulista,Rua Maestro Chiaffarelli,Oeste
196,20000,4.0,"Rua Bennet - Alto de Pinheiros, São Paulo - SP",5.0,4.0,451, Alto de Pinheiros,Rua Bennet,Oeste
197,4112,4.0,"Vila São Francisco, São Paulo - SP",4.0,4.0,350, SP,"Vila São Francisco, São Paulo",Oeste
199,30000,4.0,"Jardim Europa, São Paulo - SP",4.0,3.0,350, SP,"Jardim Europa, São Paulo",Oeste
200,2250,1.0,"Rua Rubens Meireles, 99 - Várzea da Barra Funda, São Paulo - SP",1.0,1.0,41, Várzea da Barra Funda,"Rua Rubens Meireles, 99",Oeste
201,10900,4.0,"Rua Abegoaria - Jardim das Bandeiras, São Paulo - SP",6.0,5.0,420, Jardim das Bandeiras,Rua Abegoaria,Oeste
211,13000,4.0,"Rua Pedro Ortiz - Sumarezinho, São Paulo - SP",6.0,4.0,312, Sumarezinho,Rua Pedro Ortiz,Oeste
219,5585,2.0,"Rua Fernão Dias, 323 - Pinheiros, São Paulo - SP",2.0,2.0,84, Pinheiros,"Rua Fernão Dias, 323",Oeste
224,1800,3.0,"Rua Dankmar Adler - Vila Suzana, São Paulo - SP",3.0,2.0,80, Vila Suzana,Rua Dankmar Adler,Oeste
225,3400,2.0,"Rua Oscar Freire, 1735 - Pinheiros, São Paulo - SP",2.0,1.0,80, Pinheiros,"Rua Oscar Freire, 1735",Oeste
229,3385,2.0,"Rua Francisco Leitão, 381 - Pinheiros, São Paulo - SP",2.0,2.0,101, Pinheiros,"Rua Francisco Leitão, 381",Oeste
231,4100,3.0,"Avenida Mofarrej, 275 - Vila Leopoldina, São Paulo - SP",3.0,3.0,96, Vila Leopoldina,"Avenida Mofarrej, 275",Oeste
232,4500,3.0,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",3.0,1.0,215, Pinheiros,Rua Mourato Coelho,Oeste
236,6999,3.0,"Rua Gregório Paes de Almeida - Vila Madalena, São Paulo - SP",5.0,3.0,270, Vila Madalena,Rua Gregório Paes de Almeida,Oeste
241,9000,4.0,"Jardim Monte Kemel, São Paulo - SP",6.0,10.0,379, SP,"Jardim Monte Kemel, São Paulo",Oeste
244,2200,2.0,"Rua Comendador Sousa - Água Branca, São Paulo - SP",1.0,1.0,80, Água Branca,Rua Comendador Sousa,Oeste
248,5000,2.0,"Rua Capote Valente - Pinheiros, São Paulo - SP",3.0,1.0,170, Pinheiros,Rua Capote Valente,Oeste
249,8726,3.0,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",2.0,2.0,110, Pinheiros,"Rua Galeno de Almeida, 309",Oeste
250,27500,6.0,"Rua Camargo, 130 - Butantã, São Paulo - SP",4.0,13.0,500, Butantã,"Rua Camargo, 130",Oeste
251,15000,3.0,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",6.0,2.0,268, Pacaembu,"Rua Teodoro Ramos, 75",Oeste
252,20000,3.0,"Avenida Diógenes Ribeiro de Lima - Alto de Pinheiros, São Paulo - SP",5.0,6.0,449, Alto de Pinheiros,Avenida Diógenes Ribeiro de Lima,Oeste
254,3500,2.0,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",1.0,0.0,90, Pinheiros,"Rua Capote Valente, 697",Oeste
255,1450,1.0,"Rua Alfaia - Alto da Lapa, São Paulo - SP",1.0,0.0,45, Alto da Lapa,Rua Alfaia,Oeste
257,14000,3.0,"Rua Iraci - Jardim Paulistano, São Paulo - SP",4.0,2.0,220, Jardim Paulistano,Rua Iraci,Oeste
258,14380,3.0,"Jardim Paulista, São Paulo - SP",3.0,3.0,250, SP,"Jardim Paulista, São Paulo",Oeste
264,15000,10.0,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",4.0,4.0,600, Jardim Everest,"Avenida Lineu de Paula Machado, 1054",Oeste
265,18000,4.0,"Jardim Paulista, São Paulo - SP",4.0,5.0,450, SP,"Jardim Paulista, São Paulo",Oeste
268,1500,2.0,"Rua Coronel Camisão, 409 - Vila Gomes, São Paulo - SP",2.0,1.0,72, Vila Gomes,"Rua Coronel Camisão, 409",Oeste
269,1400,3.0,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400 - Jardim Esmeralda, São Paulo - SP",1.0,1.0,72, Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400",Oeste
275,5500,2.0,"Alameda Joaquim Eugênio de Lima, 113 - Jardim Paulista, São Paulo - SP",2.0,1.0,77, Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 113",Oeste
279,1900,2.0,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",1.0,1.0,48, Vila Madalena,"Rua João Miguel Jarra, 298",Oeste
297,8000,3.0,"Rua Manduri, 164 - Jardim Paulistano, São Paulo - SP",2.0,3.0,280, Jardim Paulistano,"Rua Manduri, 164",Oeste
298,30000,5.0,"Alto de Pinheiros, São Paulo - SP",2.0,8.0,750, SP,"Alto de Pinheiros, São Paulo",Oeste
299,2000,2.0,"Rua Guaicurus, 614 - Água Branca, São Paulo - SP",1.0,0.0,100, Água Branca,"Rua Guaicurus, 614",Oeste
304,25000,6.0,"Rua Cardoso de Melo Júnior - Alto de Pinheiros, São Paulo - SP",9.0,11.0,1000, Alto de Pinheiros,Rua Cardoso de Melo Júnior,Oeste
311,20000,4.0,"Avenida George Saville Dodd, 279 - Jardim Guedala, São Paulo - SP",5.0,8.0,550, Jardim Guedala,"Avenida George Saville Dodd, 279",Oeste
315,28000,3.0,"Rua Atlântica - Jardim América, São Paulo - SP",5.0,4.0,600, Jardim América,Rua Atlântica,Oeste
319,13000,4.0,"Butantã, São Paulo - SP",7.0,4.0,490, SP,"Butantã, São Paulo",Oeste
320,1500,1.0,"Rua Eugênio de Medeiros, 456 - Pinheiros, São Paulo - SP",1.0,0.0,45, Pinheiros,"Rua Eugênio de Medeiros, 456",Oeste
322,5500,4.0,"Sumarezinho, São Paulo - SP",3.0,4.0,388, SP,"Sumarezinho, São Paulo",Oeste
329,7000,3.0,"Vila Sônia, São Paulo - SP",5.0,4.0,480, SP,"Vila Sônia, São Paulo",Oeste
332,13200,4.0,"Rua Bauru, 247 - Pacaembu, São Paulo - SP",8.0,10.0,840, Pacaembu,"Rua Bauru, 247",Oeste
338,990,1.0,"Rua Pereira do Lago, 309 - Vila Gomes, São Paulo - SP",1.0,0.0,20, Vila Gomes,"Rua Pereira do Lago, 309",Oeste
339,3500,3.0,"Alameda Itu - Jardim Paulista, São Paulo - SP",2.0,1.0,115, Jardim Paulista,Alameda Itu,Oeste
345,3000,3.0,"Rua Aimberê, 1898 - Sumaré, São Paulo - SP",2.0,1.0,115, Sumaré,"Rua Aimberê, 1898",Oeste
346,1900,2.0,"Estrada de Itapecerica, 1528 - Vila Prel, São Paulo - SP",1.0,1.0,48, Vila Prel,"Estrada de Itapecerica, 1528",Oeste
348,3900,2.0,"Rua Peixoto Gomide - Jardim Paulista, São Paulo - SP",1.0,1.0,52, Jardim Paulista,Rua Peixoto Gomide,Oeste
351,1990,1.0,"Alameda Franca, 318 - Jardim Paulista, São Paulo - SP",1.0,1.0,40, Jardim Paulista,"Alameda Franca, 318",Oeste
353,5300,3.0,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",4.0,2.0,116, Pinheiros,Rua Alves Guimarães,Oeste
361,11000,4.0,"Rua Aimberê, 233 - Perdizes, São Paulo - SP",6.0,4.0,260, Perdizes,"Rua Aimberê, 233",Oeste
362,2950,1.0,"Rua Tucuna, 824 - Perdizes, São Paulo - SP",1.0,1.0,50, Perdizes,"Rua Tucuna, 824",Oeste
365,4300,1.0,"Rua Alves Guimarães, 1120 - Pinheiros, São Paulo - SP",2.0,1.0,45, Pinheiros,"Rua Alves Guimarães, 1120",Oeste
369,2100,1.0,"Praça Barão de Itaqui, 755 - Vila Gomes Cardim, São Paulo - SP",1.0,1.0,45, Vila Gomes Cardim,"Praça Barão de Itaqui, 755",Oeste
372,1400,1.0,"Rua Professor Pedro da Cunha, 28 - Perdizes, São Paulo - SP",1.0,0.0,13, Perdizes,"Rua Professor Pedro da Cunha, 28",Oeste
387,6500,1.0,"Rua Doutor Mário Ferraz, 415 - Jardim Paulistano, São Paulo - SP",2.0,1.0,50, Jardim Paulistano,"Rua Doutor Mário Ferraz, 415",Oeste
390,20000,5.0,"Rua Capitão Garcindo - Pacaembu, São Paulo - SP",4.0,4.0,434, Pacaembu,Rua Capitão Garcindo,Oeste
393,40000,5.0,"Rua Oliveira Pimentel - Jardim Paulista, São Paulo - SP",9.0,5.0,717, Jardim Paulista,Rua Oliveira Pimentel,Oeste
397,9000,4.0,"Lar São Paulo, São Paulo - SP",5.0,6.0,512, SP,"Lar São Paulo, São Paulo",Oeste
403,6000,3.0,"Rua Guarará, 77 - Jardim Paulista, São Paulo - SP",3.0,2.0,140, Jardim Paulista,"Rua Guarará, 77",Oeste
406,2500,1.0,"Rua Turiassu - Perdizes, São Paulo - SP",1.0,1.0,66, Perdizes,Rua Turiassu,Oeste
411,2600,1.0,"Rua Bruno Simoni, 170 - Pinheiros, São Paulo - SP",2.0,0.0,85, Pinheiros,"Rua Bruno Simoni, 170",Oeste
413,13000,3.0,"Rua Inglaterra - Jardim Europa, São Paulo - SP",3.0,2.0,200, Jardim Europa,Rua Inglaterra,Oeste
414,18000,6.0,"Rua Bernardino Machado, 321 - Granja Julieta, São Paulo - SP",7.0,4.0,800, Granja Julieta,"Rua Bernardino Machado, 321",Oeste
416,1150,0.0,"Alameda Olga, 422 - Barra Funda, São Paulo - SP",2.0,1.0,37, Barra Funda,"Alameda Olga, 422",Oeste
417,1500,0.0,"Rua Joaquim Antunes, 767 - Pinheiros, São Paulo - SP",2.0,1.0,42, Pinheiros,"Rua Joaquim Antunes, 767",Oeste
419,1000,0.0,"Rua Coriolano, 1926 - Vila Romana, São Paulo - SP",1.0,0.0,25, Vila Romana,"Rua Coriolano, 1926",Oeste
421,6500,5.0,"Rua Simão Álvares, 526 - Pinheiros, São Paulo - SP",4.0,1.0,120, Pinheiros,"Rua Simão Álvares, 526",Oeste
422,8500,0.0,"Rua Pais Leme, 524 - Pinheiros, São Paulo - SP",2.0,7.0,150, Pinheiros,"Rua Pais Leme, 524",Oeste
430,3000,4.0,"Rua Cayowaá, , 1519 - Sumaré, São Paulo - SP",5.0,4.0,343, Sumaré,"Rua Cayowaá, , 1519",Oeste
431,10000,4.0,"Rua Urbanizadora, 118 - Sumaré, São Paulo - SP",5.0,4.0,340, Sumaré,"Rua Urbanizadora, 118",Oeste
434,5500,3.0,"Rua Cônego Eugênio Leite - Pinheiros, São Paulo - SP",3.0,1.0,135, Pinheiros,Rua Cônego Eugênio Leite,Oeste
443,10000,3.0,"Vila Madalena, São Paulo - SP",6.0,4.0,205, SP,"Vila Madalena, São Paulo",Oeste
448,3000,3.0,"Avenida Rebouças, 1490 - Pinheiros, São Paulo - SP",3.0,0.0,93, Pinheiros,"Avenida Rebouças, 1490",Oeste
455,10000,3.0,"Rua Madalena - Vila Madalena, São Paulo - SP",2.0,2.0,176, Vila Madalena,Rua Madalena,Oeste
456,4500,2.0,"Rua Doutor Hélio Fidélis, 26 - Cidade São Francisco, São Paulo - SP",2.0,2.0,144, Cidade São Francisco,"Rua Doutor Hélio Fidélis, 26",Oeste
458,12000,3.0,"Vila Madalena, São Paulo - SP",4.0,3.0,180, SP,"Vila Madalena, São Paulo",Oeste
468,1460,1.0,"Alameda Campinas, 675 - Jardim Paulista, São Paulo - SP",1.0,1.0,35, Jardim Paulista,"Alameda Campinas, 675",Oeste
476,3300,2.0,"Alameda Casa Branca, 343 - Jardim Paulista, São Paulo - SP",1.0,1.0,88, Jardim Paulista,"Alameda Casa Branca, 343",Oeste
479,1300,1.0,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",1.0,1.0,27, Pinheiros,"Rua Butantã, 408",Oeste
480,2400,2.0,"Alameda Franca, 584 - Jardim Paulista, São Paulo - SP",1.0,1.0,65, Jardim Paulista,"Alameda Franca, 584",Oeste
487,5200,2.0,"Rua Susano, 131 - Jardim Paulista, São Paulo - SP",1.0,1.0,83, Jardim Paulista,"Rua Susano, 131",Oeste
490,1500,1.0,"Rua Ministro Godói, 1131 / 1133 - Perdizes, São Paulo - SP",1.0,1.0,30, Perdizes,"Rua Ministro Godói, 1131 / 1133",Oeste
493,2800,2.0,"Rua Guarará, 58 - Jardim Paulista, São Paulo - SP",1.0,1.0,55, Jardim Paulista,"Rua Guarará, 58",Oeste
494,1600,1.0,"Alameda Campinas, , 675 - Jardim Paulista, São Paulo - SP",1.0,1.0,35, Jardim Paulista,"Alameda Campinas, , 675",Oeste
498,2200,1.0,"Rua Saint Hilaire - Jardim Paulista, São Paulo - SP",1.0,1.0,35, Jardim Paulista,Rua Saint Hilaire,Oeste
499,2000,1.0,"Rua Butantã, 405 - Pinheiros, São Paulo - SP",1.0,1.0,24, Pinheiros,"Rua Butantã, 405",Oeste
503,2000,0.0,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",1.0,1.0,25, Pinheiros,"Rua Butantã, 408",Oeste
508,1550,1.0,"Rua Adolfo Reile, 286 - Jardim Celeste, São Paulo - SP",1.0,1.0,35, Jardim Celeste,"Rua Adolfo Reile, 286",Oeste
509,3200,1.0,"Rua Batataes, 38 - Jardim Paulista, São Paulo - SP",1.0,1.0,27, Jardim Paulista,"Rua Batataes, 38",Oeste
510,2900,0.0,"Avenida Rebouças - Pinheiros, São Paulo - SP",1.0,0.0,24, Pinheiros,Avenida Rebouças,Oeste
513,850,1.0,"Rua José Piragibe, 12 - Vila Indiana, São Paulo - SP",1.0,0.0,15, Vila Indiana,"Rua José Piragibe, 12",Oeste
530,1990,3.0,"Rua Cantagalo, 2103 - Vila Gomes Cardim, São Paulo - SP",2.0,1.0,170, Vila Gomes Cardim,"Rua Cantagalo, 2103",Oeste
532,5200,4.0,"Rua Atuaú, 80 - Pinheiros, São Paulo - SP",3.0,1.0,155, Pinheiros,"Rua Atuaú, 80",Oeste
533,17000,3.0,"Rua Gália, 430 - Jardim Everest, São Paulo - SP",5.0,4.0,350, Jardim Everest,"Rua Gália, 430",Oeste
539,20000,3.0,"Rua Senador César Lacerda Vergueiro, 222 - Sumarezinho, São Paulo - SP",2.0,5.0,248, Sumarezinho,"Rua Senador César Lacerda Vergueiro, 222",Oeste
542,2500,3.0,"Rua Antônio Toledo Piza - Lapa, São Paulo - SP",2.0,2.0,110, Lapa,Rua Antônio Toledo Piza,Oeste
543,4500,3.0,"Lapa, São Paulo - SP",2.0,0.0,130, SP,"Lapa, São Paulo",Oeste
552,5500,4.0,"Rua Doutor Franco da Rocha, 703 - Perdizes, São Paulo - SP",2.0,3.0,120, Perdizes,"Rua Doutor Franco da Rocha, 703",Oeste
561,2500,3.0,"Jaguaré, São Paulo - SP",1.0,2.0,130, SP,"Jaguaré, São Paulo",Oeste
577,14000,0.0,"Jardim Monte Kemel, São Paulo - SP",0.0,0.0,750, SP,"Jardim Monte Kemel, São Paulo",Oeste
578,6000,0.0,"Caxingui, São Paulo - SP",0.0,0.0,750, SP,"Caxingui, São Paulo",Oeste
579,15000,0.0,"Butantã, São Paulo - SP",0.0,0.0,1100, SP,"Butantã, São Paulo",Oeste
585,64000,4.0,"Jardim Europa, São Paulo - SP",4.0,6.0,1250, SP,"Jardim Europa, São Paulo",Oeste
587,25000,5.0,"Rua Maestro Elias Lobo - Jardim Paulista, São Paulo - SP",8.0,4.0,542, Jardim Paulista,Rua Maestro Elias Lobo,Oeste
590,7000,4.0,"Alto de Pinheiros, São Paulo - SP",6.0,9.0,560, SP,"Alto de Pinheiros, São Paulo",Oeste
593,8000,5.0,"Rua Miralta - Alto de Pinheiros, São Paulo - SP",6.0,4.0,500, Alto de Pinheiros,Rua Miralta,Oeste
595,25000,3.0,"Rua Caraça, 50 - Vila Madalena, São Paulo - SP",6.0,3.0,400, Vila Madalena,"Rua Caraça, 50",Oeste
596,16000,4.0,"Rua Ziembinski - Alto da Lapa, São Paulo - SP",5.0,5.0,500, Alto da Lapa,Rua Ziembinski,Oeste
599,2000,2.0,"Rua Jaspe Negro - Alto da Lapa, São Paulo - SP",1.0,0.0,90, Alto da Lapa,Rua Jaspe Negro,Oeste
602,22000,4.0,"Rua Maestro Elias Lobo, 241 - Jardim Paulista, São Paulo - SP",5.0,3.0,620, Jardim Paulista,"Rua Maestro Elias Lobo, 241",Oeste
604,1660,2.0,"Rua Franco Paolantonio, 45 - Parque Ipê, São Paulo - SP",3.0,1.0,74, Parque Ipê,"Rua Franco Paolantonio, 45",Oeste
620,15000,3.0,"Rua Maria da Grá - Alto de Pinheiros, São Paulo - SP",4.0,3.0,389, Alto de Pinheiros,Rua Maria da Grá,Oeste
634,50000,4.0,"Rua Campo Verde - Jardim Europa, São Paulo - SP",7.0,6.0,655, Jardim Europa,Rua Campo Verde,Oeste
644,4000,3.0,"Vila Gomes, São Paulo - SP",3.0,2.0,90, SP,"Vila Gomes, São Paulo",Oeste
648,35000,3.0,"Jardim Europa, São Paulo - SP",6.0,4.0,450, SP,"Jardim Europa, São Paulo",Oeste
653,8500,3.0,"Rua João Moura - Pinheiros, São Paulo - SP",3.0,3.0,237, Pinheiros,Rua João Moura,Oeste
657,5000,3.0,"Rua Doutor José de Andrade Figueira - Vila Suzana, São Paulo - SP",3.0,3.0,240, Vila Suzana,Rua Doutor José de Andrade Figueira,Oeste
659,3000,4.0,"Rua Cayowaá, 1519 - Sumaré, São Paulo - SP",5.0,4.0,342, Sumaré,"Rua Cayowaá, 1519",Oeste
667,7000,4.0,"Rua Iperoig - Perdizes, São Paulo - SP",5.0,4.0,300, Perdizes,Rua Iperoig,Oeste
668,6000,4.0,"Rua Passo da Pátria, 1678 - Bela Aliança, São Paulo - SP",4.0,3.0,222, Bela Aliança,"Rua Passo da Pátria, 1678",Oeste
669,11000,3.0,"Rua José Benedito Viana de Moraes, 265 - Cidade São Francisco, São Paulo - SP",1.0,3.0,278, Cidade São Francisco,"Rua José Benedito Viana de Moraes, 265",Oeste
670,8000,2.0,"Rua João Moura - Pinheiros, São Paulo - SP",3.0,3.0,190, Pinheiros,Rua João Moura,Oeste
671,10000,3.0,"Rua Cayowaá, 1520 - Sumaré, São Paulo - SP",5.0,4.0,210, Sumaré,"Rua Cayowaá, 1520",Oeste
674,10000,4.0,"Rua Carlos Weber, 1418 - Vila Leopoldina, São Paulo - SP",4.0,2.0,314, Vila Leopoldina,"Rua Carlos Weber, 1418",Oeste
675,5500,3.0,"Rua Baias - Alto de Pinheiros, São Paulo - SP",4.0,3.0,182, Alto de Pinheiros,Rua Baias,Oeste
680,1200,0.0,"Rua Camarajibe, 262 - Barra Funda, São Paulo - SP",1.0,0.0,38, Barra Funda,"Rua Camarajibe, 262",Oeste
687,1135,1.0,"Rua José Piragibe, 366 - Vila Indiana, São Paulo - SP",1.0,0.0,17, Vila Indiana,"Rua José Piragibe, 366",Oeste
703,1090,1.0,"Rua Diogo Moreira, , 247 - Pinheiros, São Paulo - SP",1.0,1.0,36, Pinheiros,"Rua Diogo Moreira, , 247",Oeste
704,2746,1.0,"Rua Guarará - Jardim Paulista, São Paulo - SP",1.0,0.0,28, Jardim Paulista,Rua Guarará,Oeste
714,1700,1.0,"Alameda Franca, 584 - Jardim Paulista, São Paulo - SP",1.0,1.0,45, Jardim Paulista,"Alameda Franca, 584",Oeste
717,1760,1.0,"Alameda Lorena, 473 - Jardim Paulista, São Paulo - SP",1.0,1.0,33, Jardim Paulista,"Alameda Lorena, 473",Oeste
720,1684,1.0,"Rua Oscar Freire, , 1948 - Pinheiros, São Paulo - SP",1.0,1.0,32, Pinheiros,"Rua Oscar Freire, , 1948",Oeste
721,3500,1.0,"Rua Capote Valente, 500 - Pinheiros, São Paulo - SP",1.0,1.0,30, Pinheiros,"Rua Capote Valente, 500",Oeste
741,3000,4.0,"Rua Armando D'Almeida - Jardim Rizzo, São Paulo - SP",3.0,2.0,150, Jardim Rizzo,Rua Armando D'Almeida,Oeste
748,14999,4.0,"Rua Coronel Irlandino Sandoval - Jardim Paulistano, São Paulo - SP",6.0,3.0,470, Jardim Paulistano,Rua Coronel Irlandino Sandoval,Oeste
753,3000,2.0,"Rua Caiubi - Perdizes, São Paulo - SP",3.0,0.0,82, Perdizes,Rua Caiubi,Oeste
756,1680,2.0,"Rua Augusto Farina, , 271 - Jardim Bonfiglioli, São Paulo - SP",2.0,0.0,75, Jardim Bonfiglioli,"Rua Augusto Farina, , 271",Oeste
765,3380,1.0,"Rua Pamplona, 935 - Jardim Paulista, São Paulo - SP",1.0,1.0,58, Jardim Paulista,"Rua Pamplona, 935",Oeste
766,2250,1.0,"Rua Cardoso de Almeida, 840 - Perdizes, São Paulo - SP",1.0,1.0,36, Perdizes,"Rua Cardoso de Almeida, 840",Oeste
773,4000,2.0,"Rua Oscar Freire, 1456 - Pinheiros, São Paulo - SP",2.0,1.0,82, Pinheiros,"Rua Oscar Freire, 1456",Oeste
